artist,song,lirik,language,genre,Label
Virgoun,Surat Cinta Untuk Starla,"Teruntuk kamu hidup dan matiku
Aku tak tahu lagi harus dengan kata apa aku menuliskannya                                                                         Atau dengan kalimat apa aku mengungkapkannya

Karena untuk kepergian kalinya

Kau buat aku kembali percaya akan kata cinta

Dan benar bahwa cinta masih berkuasa di atas segalanya

Ketika hati yang mudah rapuh ini

Diuji oleh duniawi, diuji oleh materi untuk kesekian kali

Lagi lagi dan lagi

 

Kutuliskan kenangan tentang caraku menemukan dirimu

Tentang apa yang membuatku mudah berikan hatiku padamu

Takkan habis sejuta lagu untuk menceritakan cantikmu

Kan teramat panjang puisi tuk menyuratkan cinta ini

 

Telah habis sudah cinta ini tak lagi tersisa untuk dunia

Karena telah kuhabiskan sisa cintaku hanya untukmu

 

Aku pernah berpikir tentang hidupku tanpa ada dirimu

Dapatkah lebih indah dari yang kujalani sampai kini

Aku selalu bermimpi tentang indah hari tua bersamamu

Tetap cantik rambut panjangmu meskipun nanti tak hitam lagi

 

Bila habis sudah waktu ini tak lagi berpijak pada dunia

Telah aku habiskan sisa hidupku hanya untukmu

Dan telah habis sudah cinta ini tak lagi tersisa untuk dunia

Karena tlah kuhabiskan sisa cintaku hanya untukmu

Untukmu hidup dan matiku

 

Bila musim berganti sampai waktu terhenti

Walau dunia membenci, ku kan tetap disini

 

Bila habis sudah waktu ini, tak lagi berpijak pada dunia

Telah aku habiskan sisa hidupku hanya untukmu

Dan telah habis sudah cinta ini, tak lagi tersisa untuk dunia

Karena telah kuhabiskan sisa cintaku hanya untukmu

Karena telah kuhabiskan sisa cintaku hanya untukmu",indonesian,pop,FALSE
Seventeen,Kemarin,"
Kemarin engkau masih ada di sini
Bersamaku menikmati rasa ini
Berharap semua takkan pernah berakhir
Bersamamu
BersamamuKemarin dunia terlihat sangat indah
Dan denganmu merasakan ini semua
Melewati hitam-putih hidup ini
Bersamamu
BersamamuKini sendiri di sini
Mencarimu tak tahu di mana
S'moga tenang kau di sana
SelamanyaAku s'lalu mengingatmu
Doakanmu setiap malamku
S'moga tenang kau di sana
SelamanyaOh-wo-ohKini sendiri di sini
Mencarimu tak tahu di mana
S'moga tenang kau di sana
SelamanyaAku s'lalu mengingatmu
Doakanmu setiap malamku
S'moga tenang kau di sana
Selamanya, oh-wo-wo-oh",indonesian,pop,FALSE
Sheila on 7,Dan,"Dan...
Dan bila esok datang kembali
Seperti sedia kala
Di mana kau bisa bercandaDan...
Perlahan kau pun lupakan aku
Mimpi burukmu
Di mana telah kutancapkan duri tajam
Kau pun menangis, menangis sedih
Maafkan akuDan...
Bukan maksudku, bukan inginku
Melukaimu
Sadarkah kau di sini ku pun terluka
Melupakanmu, menepikanmu
Maafkan akuLupakanlah saja diriku
Bila itu bisa membuatmu
Kembali bersinar dan berpijar
Seperti dulu kalaCaci-maki saja diriku
Bila itu bisa membuatmu
Kembali bersinar dan berpijar
Seperti dulu kalaDan...
Bukan maksudku, bukan inginku
Melukaimu
Sadarkah kau di sini 'ku pun terluka
Melupakanmu, menepikanmu
Maafkan akuLupakanlah saja diriku
Bila itu bisa membuatmu
Kembali bersinar dan berpijar
Seperti dulu kalaCaci-maki saja diriku
Bila itu bisa membuatmu
Kembali bersinar dan berpijar
Seperti dulu kalaLupakanlah saja diriku
Bila itu bisa membuatmu
Kembali bersinar dan berpijar
Seperti dulu kalaCaci-maki saja diriku
Bila itu bisa membuatmu
Kembali bersinar dan berpijar
Seperti dulu kala
Wo-ho, wo-ho, wo-oo",indonesian,pop,FALSE
Iqbaal Ramadhan,Rindu Sendiri,"Suara motor itu semakin mendekat
Kamu abaikan sapanya
Dia berupaya mencari senyummu
Dengan rayuan yang pelikWaktu demi waktu pun berlalu
Keinginanmu mulai tumbuhBiar dia merindukanmu sendiri oh
Jangan resah dia pasti pikirkanmu
Walau kau tak tahu
Hingga di ujung malamEngkau menyusuri jalan bersamanya
Dikala dinginnya senja
Hanya berduaan tanpa tahu tujuan
Bahkan tidak mau tahuNamun sudah saatnya untuk pulang
Tak ingin kau akhiri hari ituBiar dia merindukanmu sendiri oh
Jangan resah dia pasti pikirkanmu
Walau kau tak tahu
Hingga di ujung malamBiar dia merindukanmu sendiri oh
Jangan resah dia pasti pikirkanmu
Walau kau tak tahu
Hingga di ujung malam",indonesian,pop,FALSE
Rizky Febian,Cuek,"Kadang ku kesal dengan sikapmu
Yang s'lalu bertanya mana perhatianku
Mungkin kau tak pernah merasakan
Apa yang kulakukan di setiap pengorbanankuS'lalu jadi yang kau mau
Menjaga di setiap saat
Tapi kau tak melihatnyaMana ada aku cuek
Apalagi gak mikirin kamu
Tiap pagi malam ku s'lalu
Memikirkan kamuBukalah pintu hatimu
Agar kau tahu isi hatiku
Semua perjuanganku
Tertuju padamuMungkin kau
Tak pernah merasakan
Apa yang kulakukan
Di setiap pengorbanankuS'lalu jadi yang kau mau
Menjaga di setiap saat
Tapi kau tak melihatnyaMana ada aku cuek
Apalagi gak mikirin kamu
Tiap pagi malam ku s'lalu
Memikirkan kamuBukalah pintu hatimu
Agar kau tahu isi hatiku
Semua perjuanganku
Tertuju padamuHo-oo-oo-ah, yeah
Ho-oo-oo
Ho-oo-oo-ah, yeah
Ho-oo-ooMungkin kau tak merasa
Yang t'lah kuperlihatkan
Rasa ingin kumilikimu
Janganlah kau merasa
Bahwa ku hanya main-main
Tolong, dengarkanlahMana ada aku cuek ('tuk kali ini saja)
Apalagi gak mikirin kamu (kau yang mulai padaku)
Tiap pagi malam ku s'lalu (hingga ku memilihmu)
Memikirkan kamu (semua caraku)Bukalah pintu hatimu (hingga kau pun merasa)
Agar kau tahu isi hatiku
(Dan takkan meragu) semua perjuanganku
Tertuju padamu (uu-uu, yeah)Bukalah pintu hatimu
Izinkanlah ku merayu
Bukalah pintu hatimu
Jangan meraguBukalah pintu hatimu
Izinkanlah ku merayu
Bukalah pintu hatimu
Jangan meraguMana ada aku cuek
Apalagi gak mikirin kamu
Tiap pagi malam ku s'lalu
Memikirkan kamuBukalah pintu hatimu
Agar kau tahu isi hatiku
Semua perjuanganku
Tertuju padamu",indonesian,pop,FALSE
Iwan Fals,Yang Terlupakan,"Denting piano
Kala jemari menari
Nada merambat pelan
Di kesunyian malam
Saat datang rintik hujan
Bersama sebuah bayang
Yang pernah terlupakanHati kecil berbisik
Untuk kembali padanya
Seribu kata menggoda
Seribu sesal di depan mata
Seperti menjelma
Waktu aku tertawa
Kala memberimu dosa
Oh maafkanlahOh maafkanlah
Rasa sesal di dasar hati
Diam tak mau pergi
Haruskah aku lari dari kenyataan ini
Pernah ku mencoba tuk sembunyi
Namun senyummu tetap mengikutiHati kecil berbisik
Untuk kembali padanya
Seribu kata menggoda
Seribu sesal di depan mata
Seperti menjelma
Waktu aku tertawa
Kala memberimu dosaRasa sesal di dasar hati
Diam tak mau pergi
Haruskah aku lari dari kenyataan ini
Pernah ku mencoba tuk sembunyi
Namun senyummu tetap mengikutiRasa sesal di dasar hati
Diam tak mau pergi
Haruskah aku lari dari kenyataan ini
Pernah ku mencoba tuk sembunyi
Namun senyummu tetap mengikuti
Rasa sesal di dasar hati
Diam tak mau pergi
Haruskah aku lari dari kenyataan ini
Pernah ku mencoba tuk sembunyi
Namun senyummu tetap mengikuti",indonesian,pop,FALSE
Rinto Harahap,Ayah,"Dimana
Akan ku cari
Aku menangis
Seorang diri
Hatiku
Slalu ingin bertemu
Untukmu
Aku bernyanyiUntuk
Ayah tercinta
Aku
Ingin bernyanyi
Walau
Air mata
Di pipiku
Ayah
Dengarkanlah
Aku
Ingin berjumpa
Walau
Hanya dalam
MimpiLihatlah
Hari berganti
Namun tiada
Seindah dulu
Datanglah
Aku ingin
Bertemu
Untukmu
Aku bernyanyiUntuk
Ayah tercinta
Aku
Ingin bernyanyi
Walau
Air mata
Di pipiku
Ayah
Dengarkanlah
Aku
Ingin berjumpa
Walau
Hanya dalam
MimpiUntuk
Ayah tercinta
Aku
Ingin bernyanyi
Walau
Air mata
Di pipiku
Ayah
Dengarkanlah
Aku
Ingin berjumpa
Walau
Hanya dalam
Mimpi",indonesian,pop,FALSE
Nidji,Biarlah,"Aku sudah berlari
Mengejar yang tak pasti
Mengejar kamu
Hanya dirimuKulantunkan hidupku
Kubisikkan cintaku
Hanya untukmu
Hanya untukmuTapi engkau terus pergi
Tapi engkau terus berlari
Jadi biarkanlah aku di siniBiarlah, kurela melepasmu
Meninggalkan aku
Berikanlah aku kekuatan
Untuk lupakanmuWaktu terus bergulir
Sakit tetap mengukir
Jalan hidupku
Dalam hidupkuBerikanlah jiwamu
Berikanlah cintamu
Hanya untukku
Hanya untukkuTapi engkau terus pergi
Tapi engkau terus berlari
Jadi biarkanlah aku di siniBiarlah, kurela melepasmu
Meninggalkan aku
Berikanlah aku kekuatan
Untuk lupakanmuKau jauh dariku
Kau tetap menjauh dari aku
Kau jauh dariku
Kau tetap menjauh dari akuBiarlah, kurela melepasmu
Meninggalkan aku
Berikanlah aku kekuatan
Untuk lupakanmu",indonesian,pop,FALSE
Raisa ft Isyana Sarasvati,Anganku Anganmu,"Tiada berbeda apa yang ku rasakan
Tajam menusuk tak beralasan
Kita sudah dingin hati
Dulu kita pernah saling memahami
Sekian merasa telah menyakiti
Kita telah lupa rasa
Setiap katamu cerminan hatimu
Jadikan berarti
Jangan sia-siakan waktumu tuk membenci
Ohh satu jadikan tujuan kita
Hilangkan segala perdebatan yang sia-sia
Berlari ke arah yang sama bukan masalah
Semua punya ruang lukis yang kau mau
Karena ceritamu milikmu
Kutahu celamu tak sengaja berjiwa
Amarah dan benci beri kesempatan
Kita telah lupa rasa
Jangan sia-siakan waktumu tuk membenci
Satu jadikan tujuan kita
Hilangkan segala perdebatan yang sia-sia
Berlari ke arah yang sama bukan masalah
Semua punya ruang lukis yang kau mau
Karena ceritamu milikmu
Semua asa yang kau punya
Tak kan membatasimu
Anganku anganmu
Pasti kita kan mampu
Kita mampu
Satu jadikan tujuan kita
Hilangkan segala perdebatan yang sia-sia
Berlari ke arah yang sama bukan masalah
Semua punya ruang lukis yang kau mau
Karena ceritamu milikmu
Semua punya ruang lukis yang kau mau
Cerita memilihmu
Semua punya ruang
Anganku anganmu",indonesian,pop,FALSE
Isyana Sarasvati,Kau Adalah,"Aku dan dirimu sudah jadi satu
Di dalam ikatan percaya
Ini asmaraku ini asmaramu
Sungguh mati sempurnaOh kau membuatku jadi diriku sendiri
Aku tambah yakin kepada kamu kamu kamuKau adalah yang terindah
Yang membuat hatiku tenang
Mencintai kamu takkan pernah takut
Sebab kau terima segala kurangkuBaby girl you're so beautiful our love is like a miracle
And it is more than just a physical attraction
Even though we're individuals
But we have this spiritual connection
Affectionate as always
Cause you're the one and only
And baby you can call me everytime
You feel you want me
And I'll be there for you and I know you'll too
And I'll love you till the world is stopping upKau membuatku jadi diriku sendiri
Aku tambah yakin kepada kamu kamu kamuKau adalah yang terindah
Yang membuat hatiku tenang
Mencintai kamu takkan pernah takut
Sebab kau terima segala kurangkuHere we go
We've been together through the worst times girl
But i want you to know you still rock my world (baby I love you)
I love you too girl
And I love it when you smile you're so cute girl
Hey but don't be jealous
When i'm hanging with my fellas
When me and you together girl feels like the time is endless
And when the time is right I will have you by my side
Sayin this to your dad
Sir can i marry your daugtherDo you love me like I love you
Do you love me like I love youKau adalah yang terindah
Yang membuat hatiku tenang
Mencintai kamu takkan pernah takut
Sebab kau terima segalakuKau adalah
Yang terindah
Yang membuat hatiku tenang
Mencintai kamu takkan pernah takut
Sebab kau terima segala kurangku (can nobody love you like me)
Kau terima segala kurangku",indonesian,pop,FALSE
Tulus,Sewindu,"Sudah sewindu ku di dekatmu
Ada di setiap pagi, di sepanjang harimu
Tak mungkin bila engkau tak tahu
Bila ku menyimpan rasa yang kupendam sejak lamaSetiap pagi kumenunggu di depan pintu
Siapkan senyum terbaikku agar cerah harimu
Cukup bagiku melihatmu tersenyum manis
Di setiap pagimu, siangmu, malammuSesaat dia datang pesona bagai pangeran
Dan beri kau harapan bualan cinta di masa depan
Dan kau lupakan aku semua usahaku
Semua pagi kita, semua malam kitaOh tak akan lagi kumenunggumu di depan pintu
Dan tak ada lagi tutur manis kumerayumuSetiap pagi kumenunggu di depan pintu
Siapkan senyum terbaikku agar cerah harimu
Cukup bagiku melihatmu tersenyum manis
Di setiap pagimu, siangmu, malammuSesaat dia datang pesona bagai pangeran
Dan beri kau harapan bualan cinta di masa depan
Dan kau lupakan aku semua usahaku
Semua pagi kita, semua malam kitaOh tak akan lagi kumenunggumu di depan pintu
Dan tak ada lagi tutur manis kumerayumu
Oh tak akan lagi kumenunggumu di depan pintu
Dan tak ada lagi tutur manis kumerayumuJujur memang sakit di hati
Bila kini nyatanya kau memilih dia
Takkan lagi kusebodoh ini
Larut di dalam angan-angan tanpa tujuanOh tak akan lagi kumenunggumu di depan pintu
Dan tak ada lagi tutur manis kumerayumu
Oh tak akan lagi kumenunggumu di depan pintu
Dan tak ada lagi tutur manis kumerayumu",indonesian,pop,FALSE
RAN,Dekat Dihati,"Dering telefonku membuatku tersenyum di pagi hari
Kau bercerita semalam kita bertemu dalam mimpi
Entah mengapa aku merasakan hadirmu di sini
Tawa candamu menghibur saatku sendiri
Aku di sini dan kau di sana
Hanya berjumpa via suara
Namun ku slalu menunggu saat kita akan berjumpa
Meski kau kini jauh di sana
Kita memandang langit yang sama
Jauh di mata namun dekat di hati
Dering telefonku membuatku tersenyum di pagi hari
Tawa candamu menghibur saatku sendiri
Aku di sini dan kau di sana
Hanya berjumpa via suara
Namun ku slalu menunggu saat kita akan berjumpa
Meski kau kini jauh di sana
Kita memandang langit yang sama
Jauh di mata namun dekat di hati
Aku di sini dan kau di sana
Hanya berjumpa via suara
Namun ku slalu menunggu saat kita akan berjumpa
Meski kau kini jauh di sana
Kita memandang langit yang sama
Jauh di mata namun kau dekat di hati
Jarak dan waktu takkan berarti
Karena kau akan selalu di hati
Bagai detak jantung yang kubawa kemanapun kupergi
Meski kau kini jauh di sana
Kita memandang langit yang sama
Jauh di mata namun dekat di hati
Dekat di hati
Dekat di hati",indonesian,pop,FALSE
Ari Lasso ft Bunga Citra Lestari,Aku dan Dirimu,"Tiba saatnya kita saling bicara
Tentang perasaan yang kian menyiksa
Tentang rindu yang menggebu
Tentang cinta yang tak terungkapSudah terlalu lama kita berdiam
Tenggelam dalam gelisah yang tak teredam
Memenuhi mimpi-mimpi
Malam kitaDuhai cintaku, sayangku, lepaskanlah
Perasaanmu, rindumu, s'luruh cintamu
Dan kini hanya ada aku dan dirimu
Sesaat di keabadianJika sang waktu bisa kita hentikan
Oh, dan s'gala mimpi-mimpi jadi kenyataan
Meleburkan semua batas
Antara kau dan aku
KitaDuhai cintaku, sayangku, lepaskanlah
Perasaanmu, rindumu, s'luruh cintamu
Dan kini hanya ada aku dan dirimu
Sesaat di keabadianDuhai cintaku, sayangku, lepaskanlah
Perasaanmu, rindumu, s'luruh cintamuDuhai cintaku (duhai cintaku), sayangku (duhai sayangku), lepaskanlah (oh)
Perasaanmu (perasaanmu), rindumu, s'luruh cintamu
Dan kini hanya ada aku dan dirimu
Sesaat di keabadianOh-oh",indonesian,pop,FALSE
Virzha,Tentang Rindu,"Pagi telah pergi
Mentari tak bersinar lagi
Ntah sampai kapan kumengingat
Tentang dirimu
Kuhanya diam
Menggenggam menahanSgala kerinduan
Memanggil namamu
Disetiap malam
Ingin engkau datang dan hadir
Dimimpiku rinduDan waktu kan menjawab
Pertemuan ku dan dirimu
Hingga sampai kini aku masih ada disini
Kuhanya diam
Menggenggam menahanSgala kerinduan
Memanggil namamu
Disetiap malam
Ingin engkau datang dan hadir
Dimimpiku rinduDan bayangmu akan slalu bersandar dihatiku
Janjiku pastikan pulang bersamamu
Kuhanya diam
Menggenggam menahan
Sgala kerinduan
Memanggil namamu
Disetiap malam
Ingin engkau datang dan hadir
Dimimpiku
Kuhanya diamMenggenggam menahan
Sgala kerinduan
Memanggil namamu
Disetiap malam
Ingin engkau datang dan hadir
Dimimpiku
Slalu dimimpiku
Rindu",indonesian,pop,FALSE
Nidji,Sang Mantan,"Dulu aku kau puja
Dulu aku kau sayang
Dulu aku sang juara
Yang s'lalu engkau cintaKini roda telah berputar
Kini aku kau hina
Kini aku kau buang
Jauh dari hidupmu
Kini aku sengsara
Roda memang telah berputarMana janji manismu
Mencintaiku sampai mati
Kini engkau pun pergi
Saat ku terpuruk sendiri
Akulah sang mantan
Akulah sang mantanHoo-ooo
Sakit teriris sepi
Ketika cinta telah pergi
Akulah sang mantan
Akulah sang mantanMana janji manismu
Setia sampai aku mati
Kini engkau pun pergi
Saat kujatuh dan sendiriMana janji manismu
Mencintaiku sampai mati
Kini engkau pun pergi
Saat ku terpuruk sendiriAkulah sang mantan
Akulah sang mantan
Akulah sang mantanHaa-aaa
Haa-haa-haa-haa
Haa-haa-haa-aaa
Haa-haa-haa-haa
Haa-aaa haa-aaaMana janji-janjimu",indonesian,pop,FALSE
Repvblik,Selimut Tetangga,"Bersabarlah, sayang, aku akan pulang
Jangan dengarkan gosip murahan tentang aku
Berjanjilah, sayang, 'tuk selalu setia
Meski 'ku tak selalu di sampingmuTak usah menangis meratapi aku
Tak perlu kau berpikir 'ku meninggalkanmuMana mungkin selimut tetangga
Hangati tubuhku dalam kedinginan?
Malam-malam panjang setiap tidurku selalu kesepian
Mana mungkin selimut tetangga
Hangati tubuhku dalam kedinginan?
Malam-malam panjang setiap tidurku selalu kesepianBerjanjilah, sayang, 'tuk selalu setia
Meski 'ku tak selalu di sampingmuTak usah menangis meratapi aku
Tak perlu kau berpikir 'ku meninggalkanmu, hoo...Tak usah menangis meratapi aku
Tak perlu kau berpikir 'ku meninggalkanmuMana mungkin selimut tetangga
Hangati tubuhku dalam kedinginan?
Malam-malam panjang setiap tidurku selalu kesepian, hoo...
Mana mungkin selimut tetangga
Hangati tubuhku dalam kedinginan?
Malam-malam panjang setiap tidurku selalu kesepianBersabarlah, sayang, aku akan pulang",indonesian,pop,FALSE
d'Masiv,Pergilah Kasih,"Tak pernah kusangka ini terjadi
Kisah cinta yang suci ini
Kau tinggalkan begitu saja
Sekian lama kita berduaTak kusangka cepat berlalu
'Tuk mencari kesombongan diri
Lupa segala yang pernah kau ucapkan
Kau tinggalkan akuPergilah, kasih, kejarlah keinginanmu, yeah
Selagi masih ada waktu
Jangan hiraukan diriku
Aku rela berpisah demi untuk dirimu
Semoga tercapai segala keinginanmuTak kusangka cepat berlalu
'Tuk mencari kesombongan diri
Lupa segala yang pernah kau ucapkan
Kau tinggalkan dakuPergilah, kasih, kejarlah keinginanmu
Selagi masih ada waktu
Jangan hiraukan diriku
Aku rela berpisah demi untuk dirimu
Semoga tercapai segala keinginanmuOhPergilah, kasih, (Kejarlah keinginanmu)
(Selagi masih ada waktu)
Jangan hiraukan diriku
Aku rela berpisah demi untuk dirimu
Semoga tercapai segala keinginanmu
Huu",indonesian,pop,FALSE
Geisha,Pergi Saja,"Terima kasih tuk luka yang kau beri
Ku tak percaya kau tlah begini
Dulu kau menjadi malaikat di hati
Sampai hati kau telah beginiBerkali-kali kau katakan sendiri
Kini ku tlah benci
Cintaku telah pergiPergi saja kau pergi
Tak usah kembali
Percuma saja kini hanya mengundang perih
Cukup tahu ku dirimu
Cukup sakit ku rasakan kiniJanji yang selalu ku ingat hingga mati
Kau setia hingga ku kembaliBerkali-kali kau katakan sendiri
Kini ku tlah benci
Cintaku telah pergiPergi saja kau pergi
Tak usah kembali
Percuma saja kini hanya mengundang perih
Buang saja kau buang cinta yang kemarin
Perasaan tak mungkin percayamu lagi
Cukup tahu ku dirimu
Cukup sakit ku rasakan kiniPergi saja kau pergi
Tak usah kembali
Percuma saja kini hanya mengundang perih
Buang saja kau buang cinta yang kemarin
Oh percayamu lagi
Tinggalkan saja diriku
Semua kan percuma
Cukup tahu ku dirimu
Cukup sakit ku rasakan kini",indonesian,pop,FALSE
Sherina Munaf,Pergilah Kau,"Tak mau lagi aku percaya
Pada semua kasih sayangmu
Tak mau lagi aku tersentuh
Pada semua pengakuanmuKamu takkan mengerti rasa sakit ini
Kebohongan dari mulut manismuPergilah kau
Pergi dari hidupku
Bawalah semua rasa bersalahmu
Pergilah kau
Pergi dari hidupku
Bawalah rahasiamu yang tak ingin kutahuiTak mau lagi aku terjerat
Pada semua janji-janjimu
Tak mau lagi aku terkait
Pada semua permainanmuKamu takkan mengerti rasa sakit ini
Kebohongan dari mulut manismuPergilah kau
Pergi dari hidupku
Bawalah semua rasa bersalahmu
Pergilah kau
Pergi dari hidupku
Bawalah rahasiamu yang tak ingin kutahuiBertahun-tahun bersama
Kupercayaimu
Kubanggakan kamu
Ku berikan sgalanya
Aku tak mau lagi
Ku tak mau lagi oh yeahPergilah kau
Pergi dari hidupku
Bawalah semua rasa bersalahmu
Pergilah kau
Pergi dari hidupku
Bawalah rahasiamu yang tak ingin kutahui (pergilah kau)
Tak ingin kutahui (pergilah kau)
Ku tahui",indonesian,pop,FALSE
Melly Goslaw,Gantung,"Ku harus menemui cintaku
Mencari tahu hubungan kita
Apa masih atau tlah berakhirKau menggantungkan hubungan ini
Kau diamkan aku tanpa sebab
Maunya apa ku harus bagaimana kasihSampai kapan kau gantung
Cerita cintaku memberi harapan
Hingga mungkin ku tak sanggup lagi
Dan meninggalkan dirimu ohDetik detik waktu pun terbuang
Teganya kau menggantung cintaku
Bicaralah biar semua pastiKau menggantungkan hubungan ini
Kau diamkan aku tanpa sebab
Maunya apa ku harus bagaimana
KasihSampai kapan kau gantung
Cerita cintaku memberi harapan
Hingga mungkin ku tak sanggup lagi
Dan meninggalkan dirimu ohTentunya hubungan cinta denganmu
Membuat ku sakit
Hingga mungkin ku tak sanggup lagi
Dan meninggalkan dirimu oh",indonesian,pop,FALSE
Julia Perez,Jupe Paling Suka 69,"Kau elus-elus tubuhkuKau belai-belai rambutku
Terpejam-pejam mataku
Aduh aduh aduh nikmatnya
Duh aduh aduh asiknya
Desah indahmu menusuk kalbu
Kau elus-elus tubuhkuKau belai-belai rambutku
Oh yes sungguh nikmatnya
Oh yes sungguh bahagia
Suka suka jupe paling sukaKasih sayangmu luar biasa
Gairah cinta 69
Suka suka jupe paling suka
Kau buat aku tak berdaya
Gairah cinta pun membara
Halus halus halusnya selembut sutra
Irama gaya kamasutra ala india
Kau elus-elus tubuhkuKau belai-belai rambutku
Oh yes sungguh nikmatnya
Oh yes sungguh bahagia
Suka suka jupe paling sukaKasih sayangmu luar biasa
Gairah cinta 69
Suka suka jupe paling sukaKau buat aku tak berdaya
Gairah cinta pun membara
Halus halus halusnya selembut sutra
Irama gaya kamasutra ala india",indonesian,,TRUE
Julia Perez,Belah Duren,"Makan duren di siang hari
Paling enak makan di sini
Dibelah bang dibelah
Enak bang durennya dibelah Jangan lupa mengunci pintu
Nanti banyak tetangga mau
Pelan-pelan dibelah
Enak bang durennya dibelah Semua orang pasti suka makan duren
Apalagi di pagi pagi
Sampai pagi pun yo wis ben Yang satu ini durennya luar biasa
Bisa bisa bang ga tahan
Sampai-sampai ketagihan Kalo abang suka tinggal belah saja
Kalo abang mau tinggal beli saja Jangan lupa menutup pintu
Nanti banyak tetangga mau
Pelan-pelan dibelah
Enak bang durennya dibelah Semua orang pasti suka makan duren
Apalagi di pagi pagi
Sampai pagi pun yo wis ben Yang satu ini durennya luar biasa
Bisa bikin semua ngak tahan
Sampai-sampai ketagihanKalo abang suka tinggal belah saja
Kalo abang mau tinggal bilang sajaMakan duren di siang hari
Paling enak makan di sini
Dibelah bang dibelah
Enak bang durennya dibelah",indonesian,dangdut,TRUE
Achmad Sawadi,Lelaki Kardus,"Bapakku kawin lagi
Aku ditinggalin
Aku sakit hati
Ibuku diduainIbuku minta cerai
Tapi dipukulin
Bapakku pengkhianat
Ibuku dibohongin
Lelaki kardus
Lelaki karpetLelaki kencrot
Lelaki bangkrut
Lelaki mencret
Lelaki karbet
Lelaki bangsat",indonesian,dangdut,TRUE
"Lia MJ, Asep Rumpi",Mobil Bergoyang,"Setiap malam di pinggir pantai mobil bergoyang
Tidak di pantai, tidak di hotel, orang bergoyang
Setiap malam di bawah lampu yang remang-remang
Ada patroli tapi tak peduli yang penting hepi
Ada yang genit ada yang centil ada yang nakal
Dan ada pula kaum wanita penjaja cinta
Cari yang enak tak perlu mahal di hotel-hotel
Biar di pantai di setiap mobil nikmat bercinta
Yang penting senang bergoyang bergoyang
Di setiap mobil digoyang digoyang
Dipeluk cium merangsang merangsang
Biarkan orang ah tegang ah tegang
Asalkan senang bukan kepalang
Duh aduh sayang terasa melayang
Setiap malam di pinggir pantai mobil bergoyang
Tidak di pantai, tidak di hotel, di mobil oke
Ada yang genit ada yang centil ada yang nakal
Dan ada pula kaum wanita penjaja cinta
Cari yang enak tak perlu mahal di hotel-hotel
Biar di pantai di setiap mobil nikmat bercinta
Yang penting senang bergoyang bergoyang
Di setiap mobil digoyang digoyang
Di peluk cium merangsang merangsang
Biarkan orang ah tegang ah tegang
Asalkan senang bukan kepalang
Duh aduh sayang terasa melayang
Yang penting senang bergoyang bergoyang
Di setiap mobil digoyang digoyang
Dipeluk cium merangsang merangsang
Biarkan orang ah tegang ah tegang
Asalkan senang bukan kepalang
Duh aduh sayang terasa melayang
Setiap malam dipinggir pantai mobil bergoyang
Tidak di pantai, tidak di hotel, di mobil oke",indonesian,dangdut,TRUE
